Label,Count,Remarks
mis 2 embryonic soils,1,
climate dynamics,1,
nitrogen-water interactions,1,
patagonian steppe,1,
precipitation pulses,1,
strategies,1,
surface,1,
soil-crop environment,1,
agricultural dominated catchments,1,
bepress|life sciences|ecology and evolutionary biology|terrestrial and aquatic ecology,1,
terrestrial and aquatic ecology,1,
bepress|life sciences|ecology and evolutionary biology,1,
bepress|life sciences,1,
bacteria ; fungal-bacterial interaction ; soil fungi ; ddrad sequencing,1,
hiili,1,
nifh,1,
kasvihuonekaasupäästöt,1,
oxygenases,1,
central ohio,1,
eksperimentalne analize,1,
čiščenje odpadnih voda,1,
dinamika tekočin,1,
rotation system,1,
plant-parasitic nematodes,1,
resistant varieties,1,
"control, host status",1,
forest conversion,1,
quesungual slash-and-mulch agroforestry system,1,
indicator value index,1,
delta15n,1,
fisiologia vegetal,1,
diòxid de carboni,1,
"alternative weed control, integrated weed management, non-chemical weed control, site-specific weed management, thermal weed control, weed killers",1,
site-specific weed management,1,
alternative weed control,1,
surface organic layer,1,
surface organic layer; fertilisation; soil properties; soil microorganisms,1,
n [microbial c],1,
β-glucosidase,1,
phenol-oxidase,1,
ecosystem services; coastal reclamation; carbon sequestration; prograding coast,1,
prograding coast,1,
coastal reclamation,1,
penicillium,1,
biocontrol; yeasts; cynara cardunculus; citrus; green mold; postharvest,1,
cynara,1,
"biocontrol, citrus, cynara cardunculus, green mold, postharvest, yeasts",1,
biocontrol; citrus; cynara cardunculus; green mold; postharvest; yeasts,1,
land reclamation,1,
wetland restoration,1,
incendie,1,
précipitation atmosphérique,1,
body burden,1,
silver nanoparticles review,1,
throughput,1,
climate change; constitutive and induced defense; growth-differentiation balance hypothesis; malus domestica; spodoptera littoralis,1,
malus domestica,1,
spodoptera littoralis,1,
constitutive and induced defense,1,
growth-differentiation balance hypothesis,1,
investment,1,
allometry,1,
investments,1,
information science,1,
nutrition physiology,1,
economic and social effects,1,
photosynthesis-nitrogen relations,1,
plant leaf,1,
high-rainfall,1,
data reduction,1,
nonhuman,1,
life-span,1,
spectrum analysis,1,
2300,1,
mercury intrusion porosimetry,1,
conservation agriculture; mercury intrusion porosimetry; pore morphology and architecture; pore size distribution; x-ray computed microtomography; environmental chemistry; development3304 education; 2300; soil science,1,
development3304 education,1,
pore morphology and architecture,1,
x-ray computed microtomography,1,
wales,1,
sulfatases,1,
finite elements,1,
wind turbine; aeroelasticity; uncertainty; fatigue; ensemble aggregation; data fusion; finite elements; machine learning,1,
ensemble aggregation,1,
aeroelasticity,1,
ambientale,1,
ls9_5,1,
co2 emission fertilization irrigation organic mulching soil carbon tomato production,1,
ofloxacin,1,
biotransformation pathways,1,
astrophysics of galaxies (astro-ph.ga),1,
astrophysics - astrophysics of galaxies,1,
propane,1,
alkanes,1,
butanes,1,
shui - 773903;info:eu-repo/grantagreement/ec/h2020/773903,1,
water-stable aggregates,1,
wine reegion,1,
grape juice properties,1,
g geography (general) / földrajz általában,1,
s590 soill / talajtan,1,
ge environmental sciences / környezettudomány,1,
pedosequence,1,
grapes,1,
grape juice,1,
carnobacteriumspp,1,
natural product,1,
nrps,1,
<i>carnobacterium </i>spp.,1,
<i>carnobacterium</i> spp.,1,
bacteriocin,1,
genome mining,1,
ripp,1,
treatment frequency index,1,
tillage intensity,1,
weeding failure,1,
carbonate precipitation,1,
mountain landscapes,1,
chemical weathering; italy; erosion; mountain landscapes; carbonate precipitation; lithology,1,
point big data,1,
interactive 3d visualization,1,
iso 19157,1,
uncertainty expression,1,
grain loss; thermal ageing; thermal diffusivity; calcium phosphates; ethanol,1,
winter ecology,1,
soil bacterial and fungal communities,1,
snow cover manipulation,1,
microbial communities; peatland; phosphatase activity; phospholipid fatty acids (plfa); snow cover manipulation; winter ecology,1,
rv-coefficient,1,
winter ecology,1,
src,1,
communauté microbienne,1,
biodiversité du sol,1,
nématofaune,1,
agricultural sustainability,1,
soil biodiversity;functional groups;soil food web;soil functionning;soil quality;land management;agricultural sustainability;agroecosystems;agroecology,1,
semiarid kenya,1,
exploring diversity,1,
soybean glycine-max,1,
on-farm productivity,1,
organo-mineral complexes,1,
society,1,
caribou,1,
diclofenac,1,
dilution effects,1,
sewage treatment plants,1,
carbamazepine,1,
hydraulic retention times,1,
short term emission dynamics,1,
metoprolol,1,
salt marsh soils,1,
bearing capacity,1,
:investigación::24 ciencias de la vida::2417 biología vegetal (botánica)::241713 ecología vegetal [materias],1,
climate-growth relationships,1,
growth release,1,
:investigación::31 ciencias agrarias::3106 ciencia forestal::310608 silvicultura [materias],1,
materias::investigación::31 ciencias agrarias::3106 ciencia forestal::310608 silvicultura,1,
materias::investigación::24 ciencias de la vida::2417 biología vegetal (botánica)::241713 ecología vegetal,1,
tree ring,1,
malva,1,
chenopodium,1,
vacuoles,1,
datura,1,
tyrosine,1,
corn stover,1,
silt,1,
zinc/metabolism/pharmacokinetics/toxicity,1,
lead/metabolism/pharmacokinetics/toxicity,1,
soil pollutants/metabolism/pharmacokinetics/toxicity,1,
bismuth/metabolism/pharmacokinetics/toxicity,1,
oligochaeta/rug effects/growth & development/metabolism,1,
metals/metabolism/pharmacokinetics/ toxicity,1,
explosives,1,
bioaccessibility,1,
cadmium/metabolism/pharmacokinetics/toxicity,1,
bismuth,1,
"gnss, precise point positioning, precision farming, integrated pest monitoring",1,
matrix interferences,1,
chemistry (all),1,
metalloids speciation,1,
analytical chemistry,1,
passive sampling,1,
digested sewage sludge; matrix interferences; metalloids; metals; passive sampling; speciation; analytical chemistry; chemistry (all); biochemistry; spectroscopy,1,
gene editing,1,
"recombination, genetic",1,
soil-borne diseases,1,
winter processes,1,
surfactant,1,
pyrene fluorescence,1,
slovenia,1,
info:eu-repo/classification/udc/595.373,1,
surfactant ion-selective electrode,1,
digestive system,1,
micelles,1,
"energy recovery; hydrogen production; industrial wastewater; photocatalysis; technology readiness level; urban wastewater; bacteria; biodegradation, environmental; catalysis; metals; waste disposal, fluid; water pollutants, chemical; light; ultraviolet rays",1,
catalysis,1,
tk,1,
tc,1,
tf,1,
te,1,
organic matter decomposition,1,
root traits,1,
bioenergy; greenhouse gas emissions; greenhouse gas accounting,1,
greenhouse gas accounting,1,
viewpoint,1,
greenhouse gas; bioenergy; sustainable development,1,
community resistance,1,
rain shelter,1,
significant effect,1,
species sensitivity distribution,1,
soil ; significant effect ; soil properties ; microplastics in agroecosystems ; species sensitivity distribution ; research article,1,
fontes de nitrogênio,1,
amônia,1,
perdas de n,1,
vine shoot,1,
extraction process,1,
biocomposite; vine shoot; wine pomace; extraction process; mechanical properties,1,
wine pomace,1,
volta,1,
gluten-free,1,
hydrocolloid,1,
water absorption level,1,
espece allogene,1,
introduction d'especes,1,
sequential phosphorus fractionation,1,
early goldenrod,1,
phosphomonoesterase activity,1,
espece envahissante,1,
système sylvopastoral,1,
biomasse aérienne des arbres,1,
herbage,1,
raphanus sativus,1,
aboveground,1,
equivalent soil mass,1,
élevage extensif,1,
l01 - élevage - considérations générales,1,
phacelia tanacetifolia,1,
sinapis alba,1,
laser-weeding; laser-based weed control; non-chemical weed control; thermal weed control,1,
laser-based weed control,1,
laser-weeding,1,
potted floricultural crops,1,
regulated deficit irrigation,1,
arid zone,1,
rendement céréalier,1,
géomorphologie,1,
acacia tortilis raddiana,1,
interaction,1,
carbon export,1,
watershed hydrology,1,
carbon cycle (biogeochemistry),1,
boreal rivers,1,
cycle du carbone (biogéochimie),1,
gaz carbonique,1,
above-ground net primary productivity,1,
el niño,1,
river discharge,1,
potato fields,1,
arabidopsis thaliana,1,
multiplexing,1,
tagmentation,1,
10211 zurich-basel plant science center,1,
transcriptomics,1,
antibiotic resistance; wastewater reuse; photocatalysis; wastewater irrigation,1,
"electrophoresis, gel, two-dimensional",1,
cvae,1,
deep generative models,1,
high dimensional simulation outputs,1,
uncertainty quantification,1,
blade root fatigue,1,
conditional variational autoencoder,1,
scada,1,
sclerophylly,1,
biomass k concentration,1,
biomass p concentration,1,
additives,1,
impurities,1,
solubility; webserver; topology; accurate,1,
organic farming; dok long-term field trial; microbial community; plfa; plel,1,
native tallgrass prairie,1,
wageningen livestock research,1,
03020402 kidney diseases/organ failure,1,
030232 urology & nephrology,1,
nadph oxidases,1,
030204 cardiovascular system & hematology,1,
"rats, inbred wky",1,
cell line,1,
rats,1,
"kidney tubules, proximal",1,
renin-angiotensin system,1,
03023201 kidney diseases/organ failure,1,
albumins,1,
protein kinase c,1,
natuurreservaten,1,
laagveengebieden,1,
fens,1,
mineral-nutrition,1,
wild plants,1,
plantenecologie,1,
gelderland,1,
eutrofiëring,1,
rna 16s,1,
dna sequence,1,
electrokinesis,1,
nioo,1,
"growth, development and aging",1,
real time,1,
bacterial dna,1,
real time polymerase chain reaction,1,
soil nitrogen supply capacity,1,
runoff nitrogen loss,1,
chemical nitrogen fertilizer reduction,1,
seed dormancy,1,
seed germination,1,
seed longevity,1,
vernalization,1,
common scab,1,
luquillo mountains,1,
carbon and nitrogen mineralization; invasive earthworms; luquillo mountains; microbial respiration; puerto rico; stable isotope; tropics,1,
carbon and nitrogen mineralization,1,
fibre bragg gratings,1,
xylex,1,
polymer optical fibre; fibre bragg gratings; sensors; temperature; humidity; sensitivity; cytop; xylex,1,
new mexico,1,
crop mixtures,1,
tvdi,1,
evi,1,
asparagaceae,1,
litter addition,1,
growing degree‐days,1,
stipa grandis,1,
leymus chinensis,1,
litter removal,1,
evergreen tree,1,
red pine,1,
seedling,1,
experimental study,1,
pinus resinosa,1,
pinus densiflora,1,
concentration (composition),1,
quercus variabilis,1,
oriental oak,1,
carbon flux,1,
coniferous tree,1,
phytomass,1,
deciduous tree,1,
water soluble carbon,1,
eisenia foetida,1,
mineralization potential,1,
abiotic component,1,
health professions,1,
mathematical analysis,1,
term (time),1,
plateau (mathematics),1,
health and well-being of arctic indigenous peoples,1,
general health professions,1,
cutting cycle,1,
short-rotation forestry; cutting cycle; arbuscular mycorrhizal fungi; microbial biomass carbon; soil respiration; multivariate analysis,1,
fertilizer fluids,1,
fertilizantes fluidos,1,
intensive cropping system; irrigation; nitrate leaching; nitrogen fertilization; suction cup,1,
brassica u's triangle,1,
glucosinolates,1,
setophoma terrestris,1,
acrocalymma vagum,1,
fusarium oxysporum,1,
brassica u’s triangle,1,
treated wastewater-irrigated soils .,1,
tw,1,
antibiotic resistance determinants,1,
multidrug-resistant escherichia coli,1,
freshwater-irrigated soil microbiomes,1,
orchard soils irrigated in-tandem,1,
arg-harboring γ- proteobacterial fa.,1,
irrigation transfers antibiotic-res.,1,
hematology,1,
arb,1,
shotgun metagenomic analyses,1,
antimicrobial risk assessment,1,
detection levels,1,
moist,1,
nitrate vulnerable zones,1,
buffalo livestock,1,
nitrogen balance; nitrate vulnerable zones; forage crops; winepic model; buffalo livestock; slurry; manure,1,
winepic model,1,
permanent pastures,1,
écosystème agricole,1,
café,1,
n fixation,1,
fixation de l'azote,1,
résistance aux maladies,1,
planting,1,
tradeoff,1,
floraison,1,
résistance à la sécheresse,1,
autumnal leaf senescence,1,
photoperiod,1,
leaf coloration onset,1,
northern hemisphere,1,
broadleaved weeds,1,
"lucerne, grass-clover, broadleaved weeds, grass weeds, seed bank depletion, seed decay",1,
grass weeds,1,
seed bank depletion,1,
lucerne,1,
seed decay,1,
системы управления,1,
38 геология,1,
аналитическое конструирование,1,
дифференциальные уравнения,1,
визуальные коммуникации,1,
soil heterotrophic respiration,1,
интернет-аудит,1,
математика,1,
переменный ток,1,
университеты,1,
математические модели,1,
интернет,1,
forest fires; emergency treatments; fire-induced risks; runoff-erosion processes; water repellency; forest recovery; volcanic soils,1,
sdg 17 - partnerships for the goals,1,
carbon cycle; forest ecosystems; global database; gross primary productivity; net ecosystem productivity; net primary productivity,1,
net ecosystem productivity,1,
/dk/atira/pure/sustainabledevelopmentgoals/partnerships,1,
c30 - documentation et information,1,
internet of things,1,
cloud computing,1,
smart farming,1,
internet of things (iot); sensors; cloud; crop management; smart farming,1,
monitoring; photovoltaic (pv) systems; regression analysis; soiling; time-series analysis,1,
"electronic, optical and magnetic materials",1,
non-cellulosic carbohydrates,1,
soil carbon mineralization,1,
crop traits,1,
potato crops,1,
ecological microbiology,1,
ash content,1,
eucalyptus; woody biomass; storage of fine wood chips; moisture content; calorific value; ash content; dry matter loss,1,
ash content; calorific value; dry matter loss; eucalyptus; moisture content; storage of fine wood chips; woody biomass,1,
storage of fine wood chips,1,
calorific value,1,
cucumis sativus,1,
ecology/plant-environment interactions,1,
plant biology/plant-environment interactions,1,
ecology/environmental microbiology,1,
proteolysis,1,
trans-activators,1,
microbial function,1,
regional variability,1,
"genetics, population",1,
biostatistics,1,
"conditionally autoregressive model; sedimentary dna; spatial autocorrelation; species occupancy-detection model; temporal autocorrelation; true skill statistics; biostatistics; dna; spatio-temporal analysis; biota; genetics, population; biotechnology; ecology, evolution, behavior and systematics; genetics",1,
polyphenols extraction,1,
poly(3-hydroxybutyrate-3-hydroxyvalerate),1,
natural fibers,1,
fish waste,1,
days,1,
cumulative growing degree,1,
simple model,1,
dry matter,1,
cumulative growing degree days,1,
hazardous waste,1,
"toxicity tests, acute",1,
thallium,1,
cr-diffusion coating,1,
[chim.inor]chemical sciences/inorganic chemistry,1,
pack cementation,1,
molten nitrate corrosion,1,
concentrated solar power; grade 91 steel; cr-diffusion coating; al-diffusion coating; pack cementation; molten nitrate corrosion; x-ray diffraction; raman spectroscopy; third element effect,1,
raman spectroscopy,1,
third element effect,1,
grade 91 steel,1,
al-diffusion coating,1,
united-states,1,
evidence,1,
soil moisture-precipitation coupling,1,
soil moisture-precipitation coupling; soil moisture heterogeneity; convective rainfall initiation; semi-arid sahel,1,
soilmoisture heterogeneity,1,
large-eddy simulations,1,
soilmoisture-precipitation coupling,1,
precipitation feedback,1,
diurnal cycles,1,
amma campaign,1,
observational,1,
soil moisture heterogeneity,1,
boundary-layer interactions,1,
femtosecond inscription,1,
cytop optical fiber,1,
chromosome-scale assembly,1,
[sdv.gen.ga] life sciences [q-bio]/genetics/animal genetics,1,
yellow mealworm;tenebrio molitor;genomics;chromosome-scale assembly,1,
[sdv.gen.ga]life sciences [q-bio]/genetics/animal genetics,1,
yellow mealworm,1,
tenebrio molitor,1,
respiratory exposure,1,
epithelial tissues,1,
alveolar epithelium,1,
air-liquid interface,1,
human cell lines,1,
iwm,1,
"economic sustainability, crop diversification, subsidiary legumes, living mulch, cover crops, agroecology, gross income",1,
no-till systems,1,
temperate climate zones,1,
antibiotic resistance; immobilised photocatalyst; photocatalysis; tertiary treatment; wastewater disinfection; catalysis; physical and theoretical chemistry,1,
litter turnover,1,
growth form,1,
circum-arctic,1,
alpine; carbon; circum-arctic; global change; growth form; litter turnover; mass loss; vegetation change.,1,
irrigation -- management -- mathematical models,1,
àrees temàtiques de la upc::enginyeria civil::enginyeria hidràulica,1,
hydrus-1d,1,
"àrees temàtiques de la upc::enginyeria civil::enginyeria hidràulica, marítima i sanitària::canals i regadius",1,
regatge -- optimització matemàtica,1,
marítima i sanitària::canals i regadius,1,
cryptomeria japonica,1,
asg producten (id),1,
bioalcohols,1,
gene identification and analysis,1,
fumo,1,
plant genetics,1,
molecular genetics,1,
molecular cell biology,1,
transgenes,1,
transgenic plants,1,
cellular stress responses,1,
"sequence homology, amino acid",1,
genetically modified organisms,1,
plant biotechnology,1,
gene function,1,
coppice forestry,1,
forest thinning strategies,1,
wood price volatility,1,
investment in forestry,1,
land expectation value,1,
<i>populus</i>,1,
plant–insect interactions,1,
extreme-precipitation,1,
gauge observations,1,
tropical rainfall,1,
era-interim reanalysis,1,
network,1,
metadata,1,
geo-referencing,1,
iso standards,1,
metadata; geo-referencing; csw; iso standards; hydrology,1,
csw,1,
amphiphilic polymers,1,
105904 environmental research,1,
210006 nanotechnology,1,
controlled-release formulations,1,
phosphorus-fertilizer,1,
nanobiotechnology,1,
beta-cyfluthrin,1,
solid lipid nanoparticles,1,
210006 nanotechnologie,1,
bioefficacy evaluation,1,
sdg 2 – kein hunger,1,
105904 umweltforschung,1,
precision livestock farming,1,
enteric fermentation,1,
orobanche,1,
"bioisosterism, bioassay, chemical space, docking, luciferase, perception, plant hormones, strigolactones, strigolactone-d-lactams",1,
663/664,1,
spectral analysis/models/distribution,1,
distributed temperature sensing,1,
wind effects,1,
atmosphere-land interaction,1,
arctic ocean,1,
oklahoma,1,
medicarpin,1,
tandem mass spectrometry,1,
"wheat, intercropping, living mulch, root exudate, plant interactions, medicarpin, allelopathy",1,
nosz genes,1,
invertebrate microbiology,1,
n2o-producing microorganisms,1,
pcr data,1,
protoplasts,1,
high-throughput screening assays,1,
methyltransferases,1,
bacterial load,1,
plant tissue,1,
sulphate induced enzyme activity,1,
root-surface phosphatase,1,
phalaris,1,
n:p stoichiometry,1,
manager,1,
fresh-water wetlands,1,
phosphorus uptake,1,
rna-seq; fungi; holobiont; meta-transcriptome; microbiota; tomato,1,
meta-transcriptome,1,
holobiont,1,
wheat yield,1,
assessments,1,
implementation,1,
fao crop model,1,
"safety, risk, reliability and quality",1,
european research council,1,
organic and inorganic n,1,
smallholder farming systems,1,
analgesics,1,
dewey decimal classification::500 | naturwissenschaften::540 | chemie,1,
anti-inflammatory agents,1,
salt-tolerant plants,1,
human impact,1,
magnetic-susceptibility,1,
roman classical-period,1,
bronze-age,1,
demography; erosion; geoarchaeology; holocene; human impact; mediterranean,1,
thessaloniki plain greece,1,
holocene,1,
landscape development,1,
human-induced environments,1,
geomorphological evolution,1,
sediment flux,1,
geoarchaeology,1,
effet sur vegetal,1,
ecosysteme montagnard,1,
kinetic study,1,
measles vaccine,1,
pneumococcal vaccines,1,
"diet, gluten-free",1,
protein-high foods,1,
rubella vaccine,1,
papillomavirus vaccines,1,
"vaccines, combined",1,
milk alternatives,1,
plant-based dairy substitutes,1,
"food, formulated",1,
community health workers,1,
immunization programs,1,
"diet, vegetarian",1,
communication,1,
vaccination,1,
rotavirus vaccines,1,
diets,1,
plant-based milk substitutes; protein requirement; milk alternatives; protein-high foods; protein; diets; plant-based dairy substitutes,1,
dairy products,1,
519,1,
laser ablation imaging (la-icp-ms),1,
cocoa fermentation,1,
x-ray absorption near-edge spectroscopy (xanes),1,
food science & technology,1,
soil cadmium,1,
cacao beans,1,
chocolate,1,
[sdv.aen]life sciences [q-bio]/food and nutrition,1,
buildings and machinery,1,
root nodule,1,
biopore,1,
interactive machine learning,1,
006,1,
rhizotron,1,
breeding and genetics,1,
gui,1,
deep learning in agriculture; precision agriculture; weed detection; robotic weed control; machine vision for weed control,1,
[ sde ] environmental sciences,1,
"electrophoresis, polyacrylamide gel",1,
cohesion (chemistry),1,
erythrina poeppigiana,1,
mechanical effects of plant roots on slope stability,1,
stabilisation du sol,1,
"u10 - informatique, mathématiques et statistiques",1,
susceptibility mapping,1,
plant responses to flooding stress,1,
transmissivity,1,
landslide hazards and risk assessment,1,
montagne,1,
cohesion,1,
correlation ; irrigation ; nitrogen fertilizer ; maize hybrids ; path analysis ; yield ; yield components,1,
path analysis,1,
correlation; irrigation; nitrogen fertilizer; maize hybrids; path analysis; yield; yield components,1,
gnojidba dušikom; hibrid kukuruza; komponente uroda; korelacija; navodnjavanje; path analiza; urod,1,
clpp,1,
"databases, factual",1,
nebraska,1,
mulch-till,1,
minimum tillage,1,
randomized block design,1,
plant–virus interaction,1,
arbuscular mycorrhizal symbiosis,1,
cucumovirus,1,
<i>funneliformis mosseae</i>,1,
cucumber mosaic virus,1,
rna sequencing,1,
<i>solanum lycopersicum</i> l.,1,
arbuscular mycorrhizal symbiosis; cucumber mosaic virus; funneliformis mosseae; gene expression; priming tolerance; plant-virus interaction; rna sequencing; solanum lycopersicum l.,1,
priming tolerance,1,
arbuscular mycorrhizal symbiosis; cucumber mosaic virus; funneliformis mosseae; gene expression; plant-virus interaction; priming tolerance; rna sequencing; solanum lycopersicum l,1,
lipidni vezniki,1,
info:eu-repo/classification/udc/532.528:577.115.5,1,
interakcija fluid-struktura,1,
labile carbon pools field co2 flux carbon stock wheat monoculture wheat–faba rotation tillage,1,
hevea brasiliensis,1,
crisis,1,
sandy loam,1,
verrucomicrobia,1,
genome size,1,
ammonia-oxidizing bacteria,1,
hordeum vulgare l.,1,
inter-row hoeing,1,
thousand kernel weight,1,
nitrogen rate,1,
"hordeum vulgare l., triticum aestivum l., inter-row hoeing, nitrogen rate, inter-row spacing, thousand kernel weight, crop-weed competition.",1,
inter-row spacing,1,
sensing technology,1,
sensors; automation; operational efficiency; forest operations; precision forestry,1,
monophenol monooxygenase,1,
new hampshire,1,
photosynthesis parameters,1,
plant nitrogen status,1,
free-air co enrichment,1,
centre for crop systems analysis,1,
oryza sativa l.,1,
clara; suelo forestal; carbono; nitrógeno; pino sivestre.,1,
scots pine.,1,
thinning; forest floor; carbon; nitrogen; scots pine.,1,
clara,1,
pino sivestre.,1,
crop simulation models,1,
ceres-barley,1,
agriculture; plant production,1,
century model; ceres-barley; crop simulation models; dssat; sequential simulation; soil organic carbon,1,
dssat,1,
gasoline,1,
soil humic acid,1,
soil fulvic acid,1,
soil organo-mineral complex,1,
agriculture: soil science,1,
soil organo-mineral complex; soil humic acid; soil fulvic acid,1,
nitrogen budget,1,
diurnal pattern,1,
n2o sink,1,
earthquake forecasting,1,
model inversion,1,
short-term aftershock incompleteness,1,
data incompleteness,1,
data incompleteness; model inversion; etas; earthquake forecasting,1,
"earth, environmental, ecological, and space sciences",1,
feedback,1,
amplification,1,
summer rainfall,1,
exceed,1,
temperatures,1,
rice–wheat rotation,1,
meteoroids -nuclear reactions,1,
astrochemistry,1,
nucleosynthesis,1,
astrochemistry -meteorites,1,
"meteorites, meteors, meteoroids",1,
"nuclear reactions, nucleosynthesis, abundances",1,
meteors,1,
meteoroids,1,
nuclear reactions,1,
agronomic n use efficiency,1,
interactive effects,1,
organic resource quality,1,
integrated soil fertility management,1,
zea maize,1,
multi-hazard platforms,1,
hazard announcements,1,
conjoint choice experiment,1,
public's preferences,1,
"multi-hazard platforms, public's preferences, start page designs, hazard announcements, conjoint choice experiment",1,
start page designs,1,
water-nitrogen interaction,1,
relation source-puits,1,
tropical forest plantation,1,
eucalyptus growth,1,
harvest organic residue,1,
stand-level,1,
soil carbon balance,1,
aboveground litter,1,
biogeochemical cycles,1,
harvest residue,1,
indirect impacts,1,
non-target impacts,1,
weed management impacts,1,
herbicide impact on animals,1,
off-target impacts,1,
invasive alien plant management,1,
animal response to weed control,1,
bitou bush,1,
direct land use changes,1,
life cycle inventory,1,
article ; atmospheric dynamics ; biogeochemistry ; hydrology,1,
operophtera-brumata,1,
moth herbivory,1,
epirrita-autumnata,1,
plant defenses,1,
space‐for‐time substitution,1,
fast cycle versus slow cycle,1,
subarctic mountain birch forest,1,
space-for-time substitution,1,
ecosystem carbon,1,
co profile,1,
wavelet analysis,1,
opinion,1,
beta-lactams,1,
snow geese,1,
brent geese,1,
kolokolkova bay,1,
branta leucopsis,1,
b-bernicla,1,
goose population,1,
ptant-herbivore interactions,1,
flyway,1,
forage quality,1,
foraging behavior,1,
geese branta-leucopsis,1,
body-size,1,
reference standards,1,
buffer strips; diffused pollution; co2 immobilistion; economics,1,
multifunction,1,
hedgerow,1,
bioenergy; biomass; irrigation; maize; nitrogen fertilization; sorghum; agronomy and crop science; plant science; soil science,1,
microbial activities,1,
soil pretreatment,1,
rothc,1,
resource (disambiguation),1,
montane forests,1,
environmental resource management,1,
computer network,1,
montane,1,
cloud forest,1,
montane forest,1,
south ecuador,1,
hydro-economic models,1,
ecuadorian paramo,1,
déchet marin,1,
:zoology and botany: 480 [vdp],1,
forurensing,1,
wild food,1,
:zoologiske og botaniske fag: 480 [vdp],1,
mass-wasting -- new zealand,1,
quartz; feldspar; luminescence; sensitivity; loess; new zealand,1,
submarine topography -- new zealand,1,
landslide hazard analysis -- new zealand,1,
submarine geology -- new zealand,1,
marine sediments -- new zealand,1,
weight loss,1,
browning,1,
fresh-cut fruit,1,
edible coatings,1,
recirculation of aqueous phase,1,
3309.90 microbiología de alimentos,1,
acetic acid; continuous-flow dark fermentation; feed concentration; hydrogen; inhibition; thermotoga neapolitana,1,
inhibition,1,
evapotranspiration; modelling; sensitivity; uncertainty; transpiration; soil evaporation; interception; partitioning,1,
chihuahuan desert,1,
global terrestrial evapotranspiration,1,
mudanças no uso do solo e reflorestamento,1,
land-use change and forestry (lulucf),1,
densimetric fractionation,1,
fracionamento físico-densimétrico,1,
mudanças climáticas globais,1,
ensemble,1,
budget,1,
inversions,1,
alismatales,1,
united arab emirates,1,
ne-a,1,
nucleogenic,1,
acraman impact,1,
fluorite,1,
ediacaran sedimentary rocks,1,
noble gas,1,
shewanella,1,
molecular dynamics simulation,1,
electron transport,1,
pyrroles,1,
carbonyl sulfide cos,1,
soil-water,1,
stable-isotope,1,
eddy covariance data,1,
bioenergy; boom-corridor thinning; fuel wood; pre-commercial thinning; simulation,1,
"carbon, nitrogen and phosphorus",1,
biología,1,
controlled study,1,
phosphorus cycle,1,
solvent,1,
hydrothermal-liquefaction wastewater; crossflow ultrafiltration; ceramic membranes; oil and particle removal,1,
hydrothermal-liquefaction wastewater,1,
ceramic membranes,1,
crossflow ultrafiltration,1,
paraná,1,
site response analysis,1,
inhomogeneous sites,1,
wave propagation,1,
earthquake ground motion,1,
fluid–solid interaction,1,
uničevanje bakterij,1,
bacteria eradication,1,
interakcija fluid – trdnina,1,
urban carbon dioxide flux,1,
f60 - physiologie et biochimie végétale,1,
clear-cut,1,
abattage d'arbres,1,
research; remote sensing; environmental,1,
toluidines,1,
pig slurry recycling,1,
metal solubility,1,
commerce,1,
no-tillage agroecosystems,1,
drug tolerance,1,
plant water status,1,
table grape,1,
profitability index,1,
range (aeronautics),1,
global forest transition,1,
finance,1,
sewage--purification,1,
aigües residuals -- depuració,1,
àrees temàtiques de la upc::enginyeria química,1,
valorization,1,
bio-resource,1,
:enginyeria química [àrees temàtiques de la upc],1,
higher heating value,1,
energies renovables,1,
metal recovery,1,
palaeoclimate,1,
550 geowissenschaften,1,
standard paper,1,
phospholipid fatty acid,1,
carbon isotope,1,
soil-vegetation interaction,1,
13c pulse labelling,1,
below‐ground carbon allocation,1,
phospholipid,1,
mountain region,1,
root/shoot ratio,1,
"experimental warming,japanese red pine,korean fir,korean pine,manchurian fir,seedling growth",1,
arbre forestier,1,
croissance végétale,1,
fumigation,1,
pollution atmosphérique,1,
modèle de simulation,1,
ozone effects,1,
méthode d'estimation,1,
biomasse végétale,1,
fumigation experiments,1,
exudation,1,
c-14 pulse labelling,1,
root soluble c,1,
anchors,1,
failure mechanism,1,
drought propagation,1,
meteorological drought,1,
trend analysis,1,
hydrologic drought,1,
bepress|engineering|aerospace engineering,1,
engrxiv|engineering|aerospace engineering,1,
compost amendment - soil c balance - soil nitrates - vegetable crops - greenhouse - soil enzyme activity,1,
compost amendment,1,
vegetable crops,1,
global biogeochemical cycle,1,
isotope du carbone,1,
[phys.phys.phys-ao-ph] physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],1,
anthropogenic emissions inventory,1,
reduced sulfur gases,1,
oh-initiated oxidation,1,
photosynthèse,1,
anhydrase carbonique,1,
quantum cascade laser,1,
southern great-plains,1,
organic volatile sulfur,1,
ft-ir product,1,
absorption racinaire,1,
sulfure de carbonyle,1,
northeast atlantic-ocean,1,
nanofase,1,
exposure,1,
zinc-oxide,1,
metallic nanoparticles,1,
nano-silver,1,
neurospora crassa,1,
abrupt treatment,1,
amphotericin b,1,
birch,1,
silvopastoral systems,1,
"dna, plant",1,
apoptosis,1,
pyrus,1,
photosynthate translocation; programmed cell death; tracheary elements,1,
adoption phase,1,
online survey; adoption phase; farming practices; no-tillage; cover crop,1,
online survey,1,
fungal proteins,1,
"cellulose 1,4-beta-cellobiosidase",1,
paper,1,
