subject_label,vocab_label,subject_id,subject_uri,vocab_identifier,cosine_score,ce_score,has_definition
geo,geology,169527,,https://w3id.org/eusoilvoc#Geology,0.8401,0.8892,True
dioxide,nitrogen,167328,,https://w3id.org/eusoilvoc#Nitrogen,0.6374,0.6372,True
so,soil organic matter,167367,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8927,0.8991,True
bodenkörper,soil,167368,,https://w3id.org/eusoilvoc#Soil,0.7238,0.6119,True
soil structural units,soil structure,169572,,https://w3id.org/eusoilvoc#SoilStructure,0.9192,0.7609,True
osservazione-della-terra,land cover,167410,,https://w3id.org/eusoilvoc#LandCover,0.7924,0.7525,True
bioconversion,biological nitrogen fixation,167434,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.665,0.6639,True
crop production,crop yield,167459,,https://w3id.org/eusoilvoc#CropYield,0.9149,0.6819,True
esondazione,inundation,167477,,https://w3id.org/eusoilvoc#Inundation,0.9582,0.9377,True
evapotranspiration from precipitation,evapotranspiration,167495,,https://w3id.org/eusoilvoc#Evapotranspiration,0.8477,0.882,True
baumarteneignung,slope orientation,169610,,https://w3id.org/eusoilvoc#SlopeOrientation,0.8258,0.6633,True
gesamtwasserhaushalt,soil water potential,169611,,https://w3id.org/eusoilvoc#SoilWaterPotential,0.7469,0.8587,True
ekosysteemit,ecosystem services,167559,,https://w3id.org/eusoilvoc#EcosystemServices,0.8657,0.9064,True
atmosphärische bedingungen,weather,167588,,https://w3id.org/eusoilvoc#Weather,0.8179,0.8802,True
crop residues,crop residue mulch,167601,,https://w3id.org/eusoilvoc#CropResidueMulch,0.8441,0.8615,False
nitrogen content,nitrogen total,167609,,https://w3id.org/eusoilvoc#NitrogenTotal,0.9296,0.7026,True
crop production,crop yield,167633,,https://w3id.org/eusoilvoc#CropYield,0.9149,0.6819,True
food production (agriculture),food production,167638,,https://w3id.org/eusoilvoc#FoodProduction,0.8993,0.6955,False
irrigation farming,irrigation,167639,,https://w3id.org/eusoilvoc#Irrigation,0.9052,0.8019,True
organic matter,soil organic matter,167647,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8594,0.9853,True
soil biology,soil biological properties,167651,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.941,0.9994,True
ekosystémové služby,ecosystem services,167653,,https://w3id.org/eusoilvoc#EcosystemServices,0.9836,0.9996,True
pôdne vlastnosti,soil properties,167655,,https://w3id.org/eusoilvoc#SoilProperties,0.8774,0.9675,True
degradation,soil degradation,167659,,https://w3id.org/eusoilvoc#SoilDegradation,0.8041,0.9103,True
crop production,crop yield,167661,,https://w3id.org/eusoilvoc#CropYield,0.9149,0.6819,True
temperature,climate,167681,,https://w3id.org/eusoilvoc#Climate,0.8469,0.6987,True
mikro-organismit,microorganisms,167696,,https://w3id.org/eusoilvoc#Microorganisms,0.842,0.9991,True
texture,texture lab class,167697,,https://w3id.org/eusoilvoc#TextureLabClass,0.7651,0.767,True
microbial soil carbon,soil total carbon,167701,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.7819,0.9578,True
soil resilience,soil structural resilience,167726,,https://w3id.org/eusoilvoc#SoilStructuralResilience,0.9706,0.7375,False
soil functions; soil; management; climate;,soil functions,167755,,https://w3id.org/eusoilvoc#SoilFunctions,0.8953,0.9288,True
soil functions soil management climate,soil functions,167756,,https://w3id.org/eusoilvoc#SoilFunctions,0.8874,0.6783,True
ca,calcium,167773,,https://w3id.org/eusoilvoc#Calcium,0.7599,0.6612,True
soil aggregates,soil aggregation,169621,,https://w3id.org/eusoilvoc#SoilAggregation,0.9394,0.9435,False
landbouw,land use,167808,,https://w3id.org/eusoilvoc#LandUse,0.8226,0.8531,True
totaal aan organische koolstof,soil total carbon,167817,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.6807,0.9501,True
agricultural soil quality,soil quality,167841,,https://w3id.org/eusoilvoc#SoilQuality,0.9604,0.8186,True
erosie,soil erosion,167880,,https://w3id.org/eusoilvoc#SoilErosion,0.9526,0.6214,True
soil organic carbon sequestration potential,soil carbon density,167890,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.812,0.9447,True
total nitrogen,nitrogen total,167894,,https://w3id.org/eusoilvoc#NitrogenTotal,0.9962,1.0,True
soil multifunctionality,soil functions,167960,,https://w3id.org/eusoilvoc#SoilFunctions,0.8603,0.7033,True
decline soil biodiversity,soil biodiversity loss,167963,,https://w3id.org/eusoilvoc#SoilBiodiversityLoss,0.9383,0.9454,False
soil challenges and threats,soil threats,167969,,https://w3id.org/eusoilvoc#SoilThreats,0.9652,0.995,True
total phosphorus,phosphorus total elements,167982,,https://w3id.org/eusoilvoc#PhosphorusTotalElements,0.9541,0.9998,True
total potassium,potassium total elements,167983,,https://w3id.org/eusoilvoc#PotassiumTotalElements,0.9574,0.9999,True
total nitrogen,nitrogen total,167984,,https://w3id.org/eusoilvoc#NitrogenTotal,0.9962,1.0,True
heavy-metal concentrations,mineral conc hardness,167996,,https://w3id.org/eusoilvoc#MineralConcHardness,0.5865,0.7323,True
soil-phosphorus,soil pH,168014,,https://w3id.org/eusoilvoc#SoilpH,0.8419,0.9666,True
agricultural irrigation,irrigation,168020,,https://w3id.org/eusoilvoc#Irrigation,0.9537,0.7803,True
soil inorganic carbon stocks,soil inorganic carbon,168034,,https://w3id.org/eusoilvoc#SoilInorganicCarbon,0.9532,0.9901,True
weather impact,weather,168048,,https://w3id.org/eusoilvoc#Weather,0.7905,0.7368,True
crop type classification,crop class,168057,,https://w3id.org/eusoilvoc#CropClass,0.8227,0.9989,True
agricultural land use,land use class,168081,,https://w3id.org/eusoilvoc#LandUseClass,0.8452,0.9928,True
soil carbon dynamics,soil carbon density,168090,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.9034,0.9793,True
iot,ions,168112,,https://w3id.org/eusoilvoc#Ions,0.8872,0.6059,True
water potential,soil water potential,168124,,https://w3id.org/eusoilvoc#SoilWaterPotential,0.9313,0.9964,True
gas exchange,soil gaseous exchange,168126,,https://w3id.org/eusoilvoc#SoilGaseousExchange,0.6145,0.6595,False
meteorology. climatology,weather,168138,,https://w3id.org/eusoilvoc#Weather,0.822,0.8374,True
land use planning,land use class,168157,,https://w3id.org/eusoilvoc#LandUseClass,0.8192,0.999,True
agricultural land use evaluation system,land use class,168160,,https://w3id.org/eusoilvoc#LandUseClass,0.8033,0.8911,True
land type,major land forms,168214,,https://w3id.org/eusoilvoc#MajorLandForms,0.8474,0.8363,True
land use zoning,land use,168216,,https://w3id.org/eusoilvoc#LandUse,0.8681,0.9007,True
symbiotic nitrogen fixation in legumes,biological nitrogen fixation,168263,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.8012,0.9675,True
bulk soil,bulk density whole soil,168267,,https://w3id.org/eusoilvoc#BulkDensityWholeSoil,0.8871,0.8055,True
texture,texture lab class,168292,,https://w3id.org/eusoilvoc#TextureLabClass,0.7651,0.767,True
support,supporting services,168295,,https://w3id.org/eusoilvoc#SupportingServices,0.8436,0.6451,True
compaction,soil compaction,168304,,https://w3id.org/eusoilvoc#SoilCompaction,0.7435,0.8852,True
density,soil density,168306,,https://w3id.org/eusoilvoc#SoilDensity,0.7857,0.648,True
red soil,soil redox potential,168316,,https://w3id.org/eusoilvoc#SoilRedoxPotential,0.8949,0.8441,False
subsoil,soil subsidence,168320,,https://w3id.org/eusoilvoc#SoilSubsidence,0.5256,0.6998,False
geophysical environment,physiography,168326,,https://w3id.org/eusoilvoc#Physiography,0.8208,0.9485,True
soil water index,soil water transmission index,168327,,https://w3id.org/eusoilvoc#SoilWaterTransmissionIndex,0.8998,0.7811,False
ecosystem function,ecosystem services,168344,,https://w3id.org/eusoilvoc#EcosystemServices,0.7993,0.8922,True
ecosystem degradation,soil degradation,168375,,https://w3id.org/eusoilvoc#SoilDegradation,0.7581,0.9954,True
ecosystem degradation,soil degradation,168428,,https://w3id.org/eusoilvoc#SoilDegradation,0.7581,0.9954,True
heavy metal,cadmium total elements,168461,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.6034,0.8602,True
pollution,soil pollution,168465,,https://w3id.org/eusoilvoc#SoilPollution,0.8441,0.818,True
forest,land use forests,168488,,https://w3id.org/eusoilvoc#LandUseForests,0.7609,0.6931,True
habitats and biotopes,habitats,168491,,https://w3id.org/eusoilvoc#Habitats,0.8558,0.7657,True
forest biodiversity,land use forests,168499,,https://w3id.org/eusoilvoc#LandUseForests,0.7024,0.8301,True
crop production,crop yield,168511,,https://w3id.org/eusoilvoc#CropYield,0.9149,0.6819,True
land,land use,168520,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
water,water quality,168532,,https://w3id.org/eusoilvoc#WaterQuality,0.909,0.6556,True
land,land use,168556,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
occupation des terres,land use,168631,,https://w3id.org/eusoilvoc#LandUse,0.8698,0.9796,True
usage des sols,land use,168632,,https://w3id.org/eusoilvoc#LandUse,0.9479,0.9731,True
habitats et biotopes,habitats,168638,,https://w3id.org/eusoilvoc#Habitats,0.871,0.8917,True
sols,soil,168640,,https://w3id.org/eusoilvoc#Soil,0.9047,0.9441,True
bodenaufnahmen,land cover,168663,,https://w3id.org/eusoilvoc#LandCover,0.7063,0.7867,True
schichten,slope,168670,,https://w3id.org/eusoilvoc#Slope,0.9035,0.6957,True
bodenschicht,soil structure,168676,,https://w3id.org/eusoilvoc#SoilStructure,0.8112,0.7776,True
bodenstruktur,soil structure,168677,,https://w3id.org/eusoilvoc#SoilStructure,0.9024,0.9443,True
bodenverbreitung,land cover,168694,,https://w3id.org/eusoilvoc#LandCover,0.813,0.7447,True
bodeneigenschaften,soil properties,168696,,https://w3id.org/eusoilvoc#SoilProperties,0.7962,0.9873,True
tipuri de soluri,soil types,168697,,https://w3id.org/eusoilvoc#SoilTypes,0.9401,0.9744,True
calitatea solurilor,soil quality,168700,,https://w3id.org/eusoilvoc#SoilQuality,0.9688,0.9964,True
hábitats y biotopos,habitats,168731,,https://w3id.org/eusoilvoc#Habitats,0.8034,0.8157,True
elevaciones,slope,168734,,https://w3id.org/eusoilvoc#Slope,0.8191,0.6185,True
gefahrenabwehr,soil penetration resistance,168755,,https://w3id.org/eusoilvoc#SoilPenetrationResistance,0.6412,0.6748,True
wmts,VMC_d-ww,168766,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-ww,0.4913,0.6651,True
geowissenschaften,geology,168773,,https://w3id.org/eusoilvoc#Geology,0.926,0.9399,True
podložnost,slope,168785,,https://w3id.org/eusoilvoc#Slope,0.9194,0.6607,True
ackerzahl,copper,168793,,https://w3id.org/eusoilvoc#Copper,0.7838,0.6798,True
bodenbedeckung,land cover,168834,,https://w3id.org/eusoilvoc#LandCover,0.8305,0.8677,True
atmosphärische bedingungen,weather,168835,,https://w3id.org/eusoilvoc#Weather,0.8179,0.8802,True
höhe,slope,168840,,https://w3id.org/eusoilvoc#Slope,0.8066,0.8934,True
geografische bezeichnungen,geology,168842,,https://w3id.org/eusoilvoc#Geology,0.651,0.6097,True
mineralische bodenschätze,mineral contents,168852,,https://w3id.org/eusoilvoc#MineralContents,0.8708,0.7852,True
soil chemistry,soil chemical properties,168904,,https://w3id.org/eusoilvoc#SoilChemicalProperties,0.9506,0.9617,True
soil quality assessment,soil quality,168906,,https://w3id.org/eusoilvoc#SoilQuality,0.9449,0.9285,True
usługa pobierania,provisioning services,168910,,https://w3id.org/eusoilvoc#ProvisioningServices,0.7824,0.7183,True
bodenbonitierung,soil sealing,168921,,https://w3id.org/eusoilvoc#SoilSealing,0.7918,0.8878,True
flächennutzung,land use,168922,,https://w3id.org/eusoilvoc#LandUse,0.8925,0.9847,True
landwirtschaft,land use,168923,,https://w3id.org/eusoilvoc#LandUse,0.8573,0.6765,True
forestale,land use forests,168936,,https://w3id.org/eusoilvoc#LandUseForests,0.7324,0.6747,True
condizioni atmosferiche,weather,168954,,https://w3id.org/eusoilvoc#Weather,0.9436,0.9569,True
alunecări de pământ,soil sealing,168977,,https://w3id.org/eusoilvoc#SoilSealing,0.7087,0.813,True
textura solului,soil texture,168978,,https://w3id.org/eusoilvoc#SoilTexture,0.9137,0.9905,True
apă din sol,soil water potential,168979,,https://w3id.org/eusoilvoc#SoilWaterPotential,0.9102,0.6103,True
textură a solului,soil texture,168981,,https://w3id.org/eusoilvoc#SoilTexture,0.9099,0.9891,True
plan de utilizare a terenului,land use class,168983,,https://w3id.org/eusoilvoc#LandUseClass,0.8146,0.9512,True
stabilitatea solului,soil permeability,168985,,https://w3id.org/eusoilvoc#SoilPermeability,0.8282,0.6807,True
hartă a solurilor,soil density,168987,,https://w3id.org/eusoilvoc#SoilDensity,0.6839,0.844,True
calitate a solului,soil quality,168988,,https://w3id.org/eusoilvoc#SoilQuality,0.9647,0.9951,True
rischio sismico,soil threats,168993,,https://w3id.org/eusoilvoc#SoilThreats,0.5245,0.9851,True
textura solurilor,soil texture,168995,,https://w3id.org/eusoilvoc#SoilTexture,0.809,0.991,True
alunecare de pământ,soil sealing,168999,,https://w3id.org/eusoilvoc#SoilSealing,0.7673,0.8632,True
drenaggio,mulching,169020,,https://w3id.org/eusoilvoc#Mulching,0.8316,0.7967,True
permeabilità,soil permeability,169038,,https://w3id.org/eusoilvoc#SoilPermeability,0.6431,0.9736,True
soil and root-associated microbiota,soil microbial biomass,169694,,https://w3id.org/eusoilvoc#SoilMicrobialBiomass,0.8608,0.638,False
eroziunea solurilor,soil erosion,169050,,https://w3id.org/eusoilvoc#SoilErosion,0.7784,0.9966,True
bodenwasserhaushalt,soil water potential,169060,,https://w3id.org/eusoilvoc#SoilWaterPotential,0.7654,0.8987,True
korkeus,slope,169066,,https://w3id.org/eusoilvoc#Slope,0.8467,0.7413,True
maankäyttö,land use,169069,,https://w3id.org/eusoilvoc#LandUse,0.9614,0.9678,True
crop production,crop yield,169702,,https://w3id.org/eusoilvoc#CropYield,0.9149,0.6819,True
water erosion,soil erosion,169113,,https://w3id.org/eusoilvoc#SoilErosion,0.8524,0.9859,True
bodenstruktur,soil structure,169138,,https://w3id.org/eusoilvoc#SoilStructure,0.9024,0.9443,True
bodenkunde,soil,169139,,https://w3id.org/eusoilvoc#Soil,0.8329,0.8028,True
adsorptionsvermögen,cation exchange capacity,169153,,https://w3id.org/eusoilvoc#CationExchangeCapacity,0.64,0.6781,True
einrichtungen,inputs,169165,,https://w3id.org/eusoilvoc#Inputs,0.8232,0.8876,True
messstellen,mulching,169167,,https://w3id.org/eusoilvoc#Mulching,0.8736,0.6107,True
bodemtextuur,soil texture,169204,,https://w3id.org/eusoilvoc#SoilTexture,0.9303,0.9586,True
bodemkunde,soil,169209,,https://w3id.org/eusoilvoc#Soil,0.838,0.7846,True
bodemstructuur,soil structure,169212,,https://w3id.org/eusoilvoc#SoilStructure,0.8383,0.957,True
bodemdegradatie,soil degradation,169215,,https://w3id.org/eusoilvoc#SoilDegradation,0.9483,0.9956,True
bodemgebruik,land use,169218,,https://w3id.org/eusoilvoc#LandUse,0.9255,0.9562,True
bodemgesteldheid,soil properties,169219,,https://w3id.org/eusoilvoc#SoilProperties,0.869,0.8376,True
bodemverdichting,soil sorption,169223,,https://w3id.org/eusoilvoc#SoilSorption,0.6643,0.6902,True
bodemvruchtbaarheid,soil productivity,169227,,https://w3id.org/eusoilvoc#SoilProductivity,0.8969,0.9637,True
fertilitate a solului,soil productivity,169236,,https://w3id.org/eusoilvoc#SoilProductivity,0.985,0.9855,True
capacitatea solului,soil quality,169237,,https://w3id.org/eusoilvoc#SoilQuality,0.8598,0.9975,True
subsoil,soil subsidence,169728,,https://w3id.org/eusoilvoc#SoilSubsidence,0.5256,0.6998,False
ökologie,habitats,169273,,https://w3id.org/eusoilvoc#Habitats,0.8632,0.7934,True
observed soil profile,soil depth sampled,169279,,https://w3id.org/eusoilvoc#SoilDepthSampled,0.8517,0.8156,True
soils,soil,169280,,https://w3id.org/eusoilvoc#Soil,0.9863,0.995,True
observed soil profiles,soil depth sampled,169281,,https://w3id.org/eusoilvoc#SoilDepthSampled,0.844,0.6854,True
texture,texture lab class,169292,,https://w3id.org/eusoilvoc#TextureLabClass,0.7651,0.767,True
bodendenkmal,soil quality,169382,,https://w3id.org/eusoilvoc#SoilQuality,0.856,0.8887,True
compactare a solului,soil compaction,169384,,https://w3id.org/eusoilvoc#SoilCompaction,0.9279,0.9926,True
salinizare a solului,soil salinity,169385,,https://w3id.org/eusoilvoc#SoilSalinity,0.8658,0.9716,True
acidifiere a solului,soil acidification,169386,,https://w3id.org/eusoilvoc#SoilAcidification,0.8939,0.9693,False
occupation des terres,land use,169393,,https://w3id.org/eusoilvoc#LandUse,0.8698,0.9796,True
gestão sustentável do solo,soil management,169410,,https://w3id.org/eusoilvoc#SoilManagement,0.8457,0.9084,True
landwirtschaftliche nutzung,land use,169429,,https://w3id.org/eusoilvoc#LandUse,0.8257,0.9855,True
nutzung der landwirtschaftlichen fläche,land use,169430,,https://w3id.org/eusoilvoc#LandUse,0.891,0.676,True
meteorologi,weather,169763,,https://w3id.org/eusoilvoc#Weather,0.9159,0.9221,True
snö,slope,169764,,https://w3id.org/eusoilvoc#Slope,0.5651,0.7815,True
forests,land use forests,169767,,https://w3id.org/eusoilvoc#LandUseForests,0.7795,0.6676,True
yield,crop yield,169768,,https://w3id.org/eusoilvoc#CropYield,0.6922,0.6671,True
sustainable agriculture,agricultural sustainability,169830,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9506,0.9943,False
forest ecology,land use forests,172768,,https://w3id.org/eusoilvoc#LandUseForests,0.7902,0.7929,True
size distribution,soil aggregate size distribution,169951,,https://w3id.org/eusoilvoc#SoilAggregateSizeDistribution,0.5914,0.6128,False
sorptionskapazität,soil penetration resistance,169965,,https://w3id.org/eusoilvoc#SoilPenetrationResistance,0.7692,0.6811,True
soil microbiome,soil microfauna,169979,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9927,0.9679,True
dry soil,soil colour dry,172809,,https://w3id.org/eusoilvoc#SoilColourDry,0.8771,0.9948,True
soil multi-functionality,soil functions,169993,,https://w3id.org/eusoilvoc#SoilFunctions,0.8699,0.7406,True
insediamenti,land use,169999,,https://w3id.org/eusoilvoc#LandUse,0.6891,0.7529,True
nitrogen deposition,biological nitrogen fixation,172842,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.8626,0.6596,True
sub-soil,soil subsidence,170034,,https://w3id.org/eusoilvoc#SoilSubsidence,0.6885,0.8214,False
chemical contamination,soil pollution,170040,,https://w3id.org/eusoilvoc#SoilPollution,0.6553,0.6843,True
grasslands,land use grasses,170044,,https://w3id.org/eusoilvoc#LandUseGrasses,0.8161,0.6904,True
water pollution,soil pollution,170049,,https://w3id.org/eusoilvoc#SoilPollution,0.7463,0.8035,True
major-nutrients,macronutrients,170053,,https://w3id.org/eusoilvoc#Macronutrients,0.6392,0.7874,True
water-quality-monitoring,water quality,170062,,https://w3id.org/eusoilvoc#WaterQuality,0.8297,0.7952,True
water-quality,water quality,170068,,https://w3id.org/eusoilvoc#WaterQuality,0.9691,0.9999,True
wasserkapazität,water quality,170091,,https://w3id.org/eusoilvoc#WaterQuality,0.8999,0.9751,True
wasserspeicherfähigkeit,water storage capacity,170092,,https://w3id.org/eusoilvoc#WaterStorageCapacity,0.8945,0.9786,False
elementcontentchromium,cadmium total elements,170112,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.7256,0.643,True
elementcontentcadmium,cadmium total elements,170121,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.6546,0.9067,True
kationenaustauschkapazität,cation exchange capacity effective,170127,,https://w3id.org/eusoilvoc#CationExchangeCapacityEffective,0.747,0.9998,True
nitrogen-fixation,biological nitrogen fixation,172860,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.8907,0.9996,True
molybdenum-nitrogenase,molybdenum total elements,172890,,https://w3id.org/eusoilvoc#MolybdenumTotalElements,0.7155,0.78,True
treviso,termites,170210,,https://w3id.org/eusoilvoc#Termites,0.7696,0.679,True
soil texture mapping,soil texture,172946,,https://w3id.org/eusoilvoc#SoilTexture,0.9293,0.9567,True
heat-transfer,soil heat transfer,170313,,https://w3id.org/eusoilvoc#SoilHeatTransfer,0.6437,0.8115,False
ecipitation,precipitation,172962,,https://w3id.org/eusoilvoc#Precipitation,0.9732,0.877,True
crops,crop class,170354,,https://w3id.org/eusoilvoc#CropClass,0.8425,0.6789,True
groundwater table,groundwater depth,170384,,https://w3id.org/eusoilvoc#GroundwaterDepth,0.7398,0.8436,True
agricultural land management,land use class,173041,,https://w3id.org/eusoilvoc#LandUseClass,0.751,0.7555,True
global soil carbon,soil organic carbon,173046,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8894,0.9244,True
soil organic carbon sequestration,soil carbon density,173056,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.7926,0.997,True
soil loss,soil failure,173061,,https://w3id.org/eusoilvoc#SoilFailure,0.8938,0.7743,False
bioavailable phosphorus,phosphorus extractable elements,173062,,https://w3id.org/eusoilvoc#PhosphorusExtractableElements,0.8159,0.992,True
soil functioning,soil functions,173066,,https://w3id.org/eusoilvoc#SoilFunctions,0.9527,0.9998,True
decomposer,peat decompostion,173084,,https://w3id.org/eusoilvoc#PeatDecompostion,0.7171,0.916,True
"ejp soil, serena, soil sealing, soil based ecosystem service, ireland",soil sealing,173089,,https://w3id.org/eusoilvoc#SoilSealing,0.6575,0.6054,True
insure,inputs,173099,,https://w3id.org/eusoilvoc#Inputs,0.4981,0.6048,True
farming sustainability,agricultural sustainability,173106,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9419,0.7655,False
soil physicochemical and biological properties,soil biological properties,173136,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.9385,0.9959,True
soil physicochemical and biological properties; soil co<sub>2</sub> emission; crop rotation; pre-crop; continuous bare fallow; perennial grasses; wheat yield,soil properties,173139,,https://w3id.org/eusoilvoc#SoilProperties,0.7055,0.8907,True
organic matter,soil organic matter,170810,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8594,0.9853,True
decomposition,peat decompostion,170811,,https://w3id.org/eusoilvoc#PeatDecompostion,0.6521,0.901,True
soil layer,soil,173429,,https://w3id.org/eusoilvoc#Soil,0.9015,0.9871,True
soil es,soil,173432,,https://w3id.org/eusoilvoc#Soil,0.9082,0.8058,True
land cover change,land use,170824,,https://w3id.org/eusoilvoc#LandUse,0.7282,0.7201,True
land cover mapping,land cover,170825,,https://w3id.org/eusoilvoc#LandCover,0.8816,0.8645,True
"land degradation, soil literacy",soil degradation,170844,,https://w3id.org/eusoilvoc#SoilDegradation,0.8035,0.8011,True
"soil structure, soil literacy",soil structure,170877,,https://w3id.org/eusoilvoc#SoilStructure,0.7886,0.9027,True
"soil carbon, soil structure, soil literacy",soil carbon density,170878,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.7724,0.6795,True
"erosion, soil structure",soil erosion,170881,,https://w3id.org/eusoilvoc#SoilErosion,0.9502,0.9893,True
"soil carbon, erosion",soil erosion,170889,,https://w3id.org/eusoilvoc#SoilErosion,0.8534,0.7434,True
"erosion, soil literacy",soil erosion,170892,,https://w3id.org/eusoilvoc#SoilErosion,0.7917,0.8915,True
vegetation structure,vegetation class,170895,,https://w3id.org/eusoilvoc#VegetationClass,0.853,0.8841,True
"soil carbon, soil structure",soil total carbon,170910,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.9046,0.9893,True
dušik,nitrogen,173181,,https://w3id.org/eusoilvoc#Nitrogen,0.9517,0.8358,True
ohranitveno kmetijstvo,agricultural sustainability,173187,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9081,0.9457,False
soil managment practices,soil management,173189,,https://w3id.org/eusoilvoc#SoilManagement,0.9335,0.6097,True
sustainable management of forest soils,soil management,170953,,https://w3id.org/eusoilvoc#SoilManagement,0.7852,0.723,True
soil &amp; croping management,soil management,170955,,https://w3id.org/eusoilvoc#SoilManagement,0.9147,0.9136,True
phospholipids,phosphorus,170978,,https://w3id.org/eusoilvoc#Phosphorus,0.7524,0.7845,True
hochschwarzwald,medium sand,171095,,https://w3id.org/eusoilvoc#MediumSand,0.7616,0.6121,True
nitrogen fixation,biological nitrogen fixation,171107,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.9192,0.9999,True
dichte,salts,171110,,https://w3id.org/eusoilvoc#Salts,0.9368,0.6204,True
bulk density,bulk density mineral,171113,,https://w3id.org/eusoilvoc#BulkDensityMineral,0.7857,0.9977,True
fruchtfolge,crop yield,171129,,https://w3id.org/eusoilvoc#CropYield,0.6834,0.7029,True
soil sampling,soil depth sampled,171138,,https://w3id.org/eusoilvoc#SoilDepthSampled,0.8934,0.976,True
kohlenstoff,biomass,171141,,https://w3id.org/eusoilvoc#Biomass,0.6686,0.6463,True
land,land use,171176,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
pollution,soil pollution,171178,,https://w3id.org/eusoilvoc#SoilPollution,0.8441,0.818,True
compaction,soil compaction,171179,,https://w3id.org/eusoilvoc#SoilCompaction,0.7435,0.8852,True
agricultural land management,land use class,171185,,https://w3id.org/eusoilvoc#LandUseClass,0.751,0.7555,True
services,provisioning services,171186,,https://w3id.org/eusoilvoc#ProvisioningServices,0.8533,0.7041,True
groundwater,groundwater depth,171212,,https://w3id.org/eusoilvoc#GroundwaterDepth,0.8808,0.8012,True
soil chemistry,soil chemical properties,171215,,https://w3id.org/eusoilvoc#SoilChemicalProperties,0.9506,0.9617,True
gießen,mulching,171228,,https://w3id.org/eusoilvoc#Mulching,0.9317,0.6455,True
biological activity in soil,soil biological properties,171247,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.923,0.9999,True
organic mulches,mulching,171250,,https://w3id.org/eusoilvoc#Mulching,0.7194,0.9876,True
cover plants,plant cover,171251,,https://w3id.org/eusoilvoc#PlantCover,0.9657,0.9993,True
soil biology,soil biological properties,171252,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.941,0.9994,True
soil mechanical properties,soil properties,171261,,https://w3id.org/eusoilvoc#SoilProperties,0.9353,0.8624,True
peatlands,peat,171265,,https://w3id.org/eusoilvoc#Peat,0.8968,0.8475,True
fen,iron,171275,,https://w3id.org/eusoilvoc#Iron,0.8248,0.6072,True
soil carbon,soil total carbon,171293,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.9437,0.9992,True
evaporation,evapotranspiration,171303,,https://w3id.org/eusoilvoc#Evapotranspiration,0.8675,0.8611,True
land-use change,land use,171311,,https://w3id.org/eusoilvoc#LandUse,0.8547,0.9687,True
nitrites,nitrogen,171324,,https://w3id.org/eusoilvoc#Nitrogen,0.7082,0.6639,True
soil-related ecosystem service,soil quality,171332,,https://w3id.org/eusoilvoc#SoilQuality,0.7672,0.9973,True
losses from soil,soil water loss,171347,,https://w3id.org/eusoilvoc#SoilWaterLoss,0.8347,0.7898,False
soil horizons,soil horizon boundary,171348,,https://w3id.org/eusoilvoc#SoilHorizonBoundary,0.8694,0.6765,False
mineral matter,mineral contents,171352,,https://w3id.org/eusoilvoc#MineralContents,0.9109,0.6396,True
subsoil,soil subsidence,171357,,https://w3id.org/eusoilvoc#SoilSubsidence,0.5256,0.6998,False
soil biology,soil biological properties,171360,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.941,0.9994,True
carbone dans le sol,soil total carbon,171385,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.8454,0.9936,True
nnitrogen,nitrogen,173209,,https://w3id.org/eusoilvoc#Nitrogen,0.6823,0.9852,True
ocupação do solo,land use,171392,,https://w3id.org/eusoilvoc#LandUse,0.9074,0.8693,True
